John G. Richardson , PERSON , 2009_ocr_10.2307_40267998.txt.out
Ann Arbor , PERSON , 2012_ocr_10.2307_23249193.txt.out
2005 , DATE , 2012_ocr_10.2307_23249193.txt.out
K. Long , PERSON , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Solidarity Movement , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Boulder , LOCATION , 2012_ocr_10.2307_23249193.txt.out
1996 , DATE , 2012_ocr_10.2307_23249193.txt.out
J. Kubik , PERSON , 2012_ocr_10.2307_23249193.txt.out
Symbols of Power -LRB- University Park , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
1994 , DATE , 2012_ocr_10.2307_23249193.txt.out
P. Kenney , PERSON , 2012_ocr_10.2307_23249193.txt.out
Europe , LOCATION , 2012_ocr_10.2307_23249193.txt.out
1989 , DATE , 2012_ocr_10.2307_23249193.txt.out
Princeton , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
2003 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Solidarity-centered , MISC , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
Patton , PERSON , 2012_ocr_10.2307_23249193.txt.out
Solidarity , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
1980s , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
Solidarity , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
1982-9 , DATE , 2012_ocr_10.2307_23249193.txt.out
eight year , DURATION , 2012_ocr_10.2307_23249193.txt.out
Solidarity , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Solidarity , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
1989 , DATE , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
Christ of Nations , MISC , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
1982 , DATE , 2012_ocr_10.2307_23249193.txt.out
1989 , DATE , 2012_ocr_10.2307_23249193.txt.out
Solidarity , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
.6 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1980s , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1982 , DATE , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
1980s , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Solidarity-centered , MISC , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
Kazimierz Poznanski , PERSON , 2012_ocr_10.2307_23249193.txt.out
.7 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Solidarity , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
1989 , DATE , 2012_ocr_10.2307_23249193.txt.out
4 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Kenney , PERSON , 2012_ocr_10.2307_23249193.txt.out
A Carnival of Revolution , MISC , 2012_ocr_10.2307_23249193.txt.out
Solidarity , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Politics of Anti-politics , MISC , 2012_ocr_10.2307_23249193.txt.out
5 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
eight year , DURATION , 2012_ocr_10.2307_23249193.txt.out
Bernhard , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Penn , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Solidarity , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Solidarity , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
6 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Eastern Europe , LOCATION , 2012_ocr_10.2307_23249193.txt.out
S.P. Ramet , PERSON , 2012_ocr_10.2307_23249193.txt.out
Eastern Europe , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Russia , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Boulder , LOCATION , 2012_ocr_10.2307_23249193.txt.out
1994 , DATE , 2012_ocr_10.2307_23249193.txt.out
A. Szemere , PERSON , 2012_ocr_10.2307_23249193.txt.out
Postsocialist Hungary , LOCATION , 2012_ocr_10.2307_23249193.txt.out
University Park , LOCATION , 2012_ocr_10.2307_23249193.txt.out
2001 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
7 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Cambridge , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Hungary , LOCATION , 2012_ocr_10.2307_23249193.txt.out
1966 , DATE , 2012_ocr_10.2307_23249193.txt.out
I. Berend , PERSON , 2012_ocr_10.2307_23249193.txt.out
Eastern Europe , LOCATION , 2012_ocr_10.2307_23249193.txt.out
1944-1993 , DATE , 2012_ocr_10.2307_23249193.txt.out
Cambridge , LOCATION , 2012_ocr_10.2307_23249193.txt.out
430 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
47 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
2 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
Solidarity , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
PRL , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
1980s , NUMBER , 2012_ocr_10.2307_23249193.txt.out
PZPR , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Solidarity , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
1980s , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
East European , MISC , 2012_ocr_10.2307_23249193.txt.out
1980s , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1982.9 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
8 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Communist Party , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
R. Patton , PERSON , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Last Decade of Communism , MISC , 2012_ocr_10.2307_23249193.txt.out
University of Michigan , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
2011 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
9 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
J. Kornai , PERSON , 2012_ocr_10.2307_23249193.txt.out
Princeton , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
1992 , DATE , 2012_ocr_10.2307_23249193.txt.out
Katherine Verdery , PERSON , 2012_ocr_10.2307_23249193.txt.out
second , ORDINAL , 2012_ocr_10.2307_23249193.txt.out
Princeton , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
1996 , DATE , 2012_ocr_10.2307_23249193.txt.out
Krisztina Fehervary , PERSON , 2012_ocr_10.2307_23249193.txt.out
Political Logic of State-Socialist Material Culture , MISC , 2012_ocr_10.2307_23249193.txt.out
52 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
2 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
2009 , DATE , 2012_ocr_10.2307_23249193.txt.out
426-59 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Patton , PERSON , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
.10 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1980s , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
PRL , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Eastern Europe , LOCATION , 2012_ocr_10.2307_23249193.txt.out
three , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
Eastern Europe , LOCATION , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Eastern Europe , LOCATION , 2012_ocr_10.2307_23249193.txt.out
.12 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1980s , NUMBER , 2012_ocr_10.2307_23249193.txt.out
10 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Verdery , PERSON , 2012_ocr_10.2307_23249193.txt.out
Kate Brown , PERSON , 2012_ocr_10.2307_23249193.txt.out
Kazakhstan , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Montana , LOCATION , 2012_ocr_10.2307_23249193.txt.out
American Historical Review , MISC , 2012_ocr_10.2307_23249193.txt.out
17 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
2001 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
17-48 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Elizabeth Dunn , PERSON , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Labor , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Ithaca , LOCATION , 2012_ocr_10.2307_23249193.txt.out
2004 , DATE , 2012_ocr_10.2307_23249193.txt.out
11 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Soviet , MISC , 2012_ocr_10.2307_23249193.txt.out
Dmitrii Shostakovich , PERSON , 2012_ocr_10.2307_23249193.txt.out
Stalinist , MISC , 2012_ocr_10.2307_23249193.txt.out
Eastern Europe , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Russia , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Kenney , PERSON , 2012_ocr_10.2307_23249193.txt.out
A Carnival of Revolution , MISC , 2012_ocr_10.2307_23249193.txt.out
12 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
United States , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Richard A. Peterson , PERSON , 2012_ocr_10.2307_23249193.txt.out
D. Crane , PERSON , 2012_ocr_10.2307_23249193.txt.out
Cambridge , LOCATION , 2012_ocr_10.2307_23249193.txt.out
1994 , DATE , 2012_ocr_10.2307_23249193.txt.out
Eastern Europe , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Padraic Kenney , PERSON , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Communists , MISC , 2012_ocr_10.2307_23249193.txt.out
1945-1950 , DATE , 2012_ocr_10.2307_23249193.txt.out
Ithaca , LOCATION , 2012_ocr_10.2307_23249193.txt.out
1997 , DATE , 2012_ocr_10.2307_23249193.txt.out
John Connelly , PERSON , 2012_ocr_10.2307_23249193.txt.out
432 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
47 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
2 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Eastern Europe , LOCATION , 2012_ocr_10.2307_23249193.txt.out
1980s , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
PRL , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Polish Radio and Television , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
30 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
Party , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Sovietization of East German , MISC , 2012_ocr_10.2307_23249193.txt.out
Czech , MISC , 2012_ocr_10.2307_23249193.txt.out
1945-1956 , DATE , 2012_ocr_10.2307_23249193.txt.out
Chapel Hill , LOCATION , 2012_ocr_10.2307_23249193.txt.out
2000 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Patton , PERSON , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
Division of Culture , MISC , 2012_ocr_10.2307_23249193.txt.out
PZPR , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Central Committee , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
.13 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
first , ORDINAL , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
1970s , DATE , 2012_ocr_10.2307_23249193.txt.out
1980 , DATE , 2012_ocr_10.2307_23249193.txt.out
One , NUMBER , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Polskie Nagrania , PERSON , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
'14 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
'15 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
third , ORDINAL , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
13 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Kaczmarek , PERSON , 2012_ocr_10.2307_23249193.txt.out
Sztuka , PERSON , 2012_ocr_10.2307_23249193.txt.out
1985 , DATE , 2012_ocr_10.2307_23249193.txt.out
1354 , DATE , 2012_ocr_10.2307_23249193.txt.out
1027 , DATE , 2012_ocr_10.2307_23249193.txt.out
924/49 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Archiwum Akt Nowych , PERSON , 2012_ocr_10.2307_23249193.txt.out
Warsaw , LOCATION , 2012_ocr_10.2307_23249193.txt.out
14 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Konflikt Pokolen , PERSON , 2012_ocr_10.2307_23249193.txt.out
January , DATE , 2012_ocr_10.2307_23249193.txt.out
Non Slop , MISC , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
15 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
434 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
47 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
2 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
1979 , DATE , 2012_ocr_10.2307_23249193.txt.out
39 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
US$ , MONEY , 2012_ocr_10.2307_23249193.txt.out
m , MONEY , 2012_ocr_10.2307_23249193.txt.out
2010 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
$ , MONEY , 2012_ocr_10.2307_23249193.txt.out
.16 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Department of Theater , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Estrada , PERSON , 2012_ocr_10.2307_23249193.txt.out
.17 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Party , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
IX , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Congress , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
'18 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
ten , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Marxist , MISC , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
Marx , PERSON , 2012_ocr_10.2307_23249193.txt.out
Party , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
English , MISC , 2012_ocr_10.2307_23249193.txt.out
.20 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
16 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1979 , DATE , 2012_ocr_10.2307_23249193.txt.out
1980 , DATE , 2012_ocr_10.2307_23249193.txt.out
National Basic Intelligence Factbook , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
31.60 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
98.5 , PERCENT , 2012_ocr_10.2307_23249193.txt.out
1979 , DATE , 2012_ocr_10.2307_23249193.txt.out
120 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
four , NUMBER , 2012_ocr_10.2307_23249193.txt.out
David Brand , PERSON , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Wall Street Journal , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
10 , DATE , 2012_ocr_10.2307_23249193.txt.out
1980 , DATE , 2012_ocr_10.2307_23249193.txt.out
17 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Bojanowicz , PERSON , 2012_ocr_10.2307_23249193.txt.out
Rozmowa , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Wicedyrektorem Departamentu Teatru , PERSON , 2012_ocr_10.2307_23249193.txt.out
Estrady MKiS , MISC , 2012_ocr_10.2307_23249193.txt.out
November , DATE , 2012_ocr_10.2307_23249193.txt.out
18 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Kultury , PERSON , 2012_ocr_10.2307_23249193.txt.out
May , DATE , 2012_ocr_10.2307_23249193.txt.out
 , DATE , 2012_ocr_10.2307_23249193.txt.out
685 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
908/65 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Archiwum Akt Nowych , PERSON , 2012_ocr_10.2307_23249193.txt.out
Warsaw , LOCATION , 2012_ocr_10.2307_23249193.txt.out
19 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Matthew Arnold , PERSON , 2012_ocr_10.2307_23249193.txt.out
1869 , DATE , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
Daniel Passent , PERSON , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
Jerzy Waldorff , PERSON , 2012_ocr_10.2307_23249193.txt.out
` Music Soothes the Senses , MISC , 2012_ocr_10.2307_23249193.txt.out
20 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Soviet Union , LOCATION , 2012_ocr_10.2307_23249193.txt.out
S. Frederick Starr , PERSON , 2012_ocr_10.2307_23249193.txt.out
New York , LOCATION , 2012_ocr_10.2307_23249193.txt.out
1983 , DATE , 2012_ocr_10.2307_23249193.txt.out
Patton , PERSON , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
Party , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Ministry of Culture , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Eastern Europe , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
Warsaw , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
21 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
PRL , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Soviet Union , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Lenin , PERSON , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
436 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
47 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
2 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1980-1 , DATE , 2012_ocr_10.2307_23249193.txt.out
150-200 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
US$ , MONEY , 2012_ocr_10.2307_23249193.txt.out
2010 , DATE , 2012_ocr_10.2307_23249193.txt.out
US$ , MONEY , 2012_ocr_10.2307_23249193.txt.out
1981 , DATE , 2012_ocr_10.2307_23249193.txt.out
Marian Butrym , PERSON , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
30 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
'22 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
second , ORDINAL , 2012_ocr_10.2307_23249193.txt.out
.23 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
22 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Butrym , PERSON , 2012_ocr_10.2307_23249193.txt.out
Razem , PERSON , 2012_ocr_10.2307_23249193.txt.out
19 , DATE , 2012_ocr_10.2307_23249193.txt.out
1981 , DATE , 2012_ocr_10.2307_23249193.txt.out
23 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
D. Michalski , PERSON , 2012_ocr_10.2307_23249193.txt.out
Niech Pan , MISC , 2012_ocr_10.2307_23249193.txt.out
13 , DATE , 2012_ocr_10.2307_23249193.txt.out
1984 , DATE , 2012_ocr_10.2307_23249193.txt.out
Patton , PERSON , 2012_ocr_10.2307_23249193.txt.out
the , DATE , 2012_ocr_10.2307_23249193.txt.out
several , DATE , 2012_ocr_10.2307_23249193.txt.out
of , DATE , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
first , ORDINAL , 2012_ocr_10.2307_23249193.txt.out
40 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
60 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
first , ORDINAL , 2012_ocr_10.2307_23249193.txt.out
Baltic Artistic Agency , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
summer , DATE , 2012_ocr_10.2307_23249193.txt.out
1978 , DATE , 2012_ocr_10.2307_23249193.txt.out
Wojciech Korzeniewski , PERSON , 2012_ocr_10.2307_23249193.txt.out
Marcin Jacobson , PERSON , 2012_ocr_10.2307_23249193.txt.out
1960s , DATE , 2012_ocr_10.2307_23249193.txt.out
Jacek Sylwin , PERSON , 2012_ocr_10.2307_23249193.txt.out
Piotr Naglowski , PERSON , 2012_ocr_10.2307_23249193.txt.out
Polish Radio , MISC , 2012_ocr_10.2307_23249193.txt.out
Walter Chelstowski , PERSON , 2012_ocr_10.2307_23249193.txt.out
Polish Television , MISC , 2012_ocr_10.2307_23249193.txt.out
.24 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
.25 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Dziennik Baltycki , PERSON , 2012_ocr_10.2307_23249193.txt.out
7 , DATE , 2012_ocr_10.2307_23249193.txt.out
2008 , DATE , 2012_ocr_10.2307_23249193.txt.out
25 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Krolikowski , PERSON , 2012_ocr_10.2307_23249193.txt.out
Rozmowa , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Magazyn Muzyczny , PERSON , 2012_ocr_10.2307_23249193.txt.out
October , DATE , 2012_ocr_10.2307_23249193.txt.out
438 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
47 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
2 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
first , ORDINAL , 2012_ocr_10.2307_23249193.txt.out
BART , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
'26 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
Sopot , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Opole , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Jarocin , LOCATION , 2012_ocr_10.2307_23249193.txt.out
15 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1980 , DATE , 2012_ocr_10.2307_23249193.txt.out
1982 , DATE , 2012_ocr_10.2307_23249193.txt.out
5000-7000 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
.27 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Opole , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
1983 , DATE , 2012_ocr_10.2307_23249193.txt.out
Jarocin , PERSON , 2012_ocr_10.2307_23249193.txt.out
20000 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
first , ORDINAL , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Riviera-Remont , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Socialist Union of Polish Students , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Socjalistyczny Zwiqzek Studentow Polskich , PERSON , 2012_ocr_10.2307_23249193.txt.out
Warsaw , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Warsaw , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Hybrydy , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Warsaw , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Warsaw University , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Warsaw , LOCATION , 2012_ocr_10.2307_23249193.txt.out
1980 , DATE , 2012_ocr_10.2307_23249193.txt.out
26 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Agencja Artystyczna , PERSON , 2012_ocr_10.2307_23249193.txt.out
78 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1978 , DATE , 2012_ocr_10.2307_23249193.txt.out
27 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
BieJous , PERSON , 2012_ocr_10.2307_23249193.txt.out
Woodstock , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Jarocinie , PERSON , 2012_ocr_10.2307_23249193.txt.out
29 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1982 , DATE , 2012_ocr_10.2307_23249193.txt.out
R. Szczesny Wagnerowski , PERSON , 2012_ocr_10.2307_23249193.txt.out
Bania , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
October , DATE , 2012_ocr_10.2307_23249193.txt.out
Patton 439 Union of Socialist Polish Youth , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Communist Party , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Communist Party , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Henryk Gajewski , PERSON , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
English , MISC , 2012_ocr_10.2307_23249193.txt.out
Warsaw , LOCATION , 2012_ocr_10.2307_23249193.txt.out
